controller,scenario,metric,higher_is_better,value,value_std,n,run_id
FLC,prbs_excitation_probe,arrhenius_exposure,False,5.2817569401055014e-14,0.0,3,multi_seed
FLC,prbs_excitation_probe,bandwidth_proxy_hz,True,,,0,multi_seed
FLC,prbs_excitation_probe,coherence_lowmid,True,,,0,multi_seed
FLC,prbs_excitation_probe,cvar_abs_err,False,1093.7367182580138,0.0,3,multi_seed
FLC,prbs_excitation_probe,effort_l1,False,0.3294813009940046,0.0,3,multi_seed
FLC,prbs_excitation_probe,effort_l2,False,0.266628187680225,0.0,3,multi_seed
FLC,prbs_excitation_probe,glfi,True,0.8564128090066171,0.0,3,multi_seed
FLC,prbs_excitation_probe,iae_abs_err,False,197.4818534031984,0.0,3,multi_seed
FLC,prbs_excitation_probe,itae_abs_err,False,67.34284313800993,0.0,3,multi_seed
FLC,prbs_excitation_probe,jerk_l2,False,3.9873860094278055,0.0,3,multi_seed
FLC,prbs_excitation_probe,log_decrement,False,-0.6012161786616222,0.0,3,multi_seed
FLC,prbs_excitation_probe,max_delta_temp_over_limit_C,False,0.0,0.0,3,multi_seed
FLC,prbs_excitation_probe,max_freq_deviation_hz,False,1.0036048889160156,0.0,3,multi_seed
FLC,prbs_excitation_probe,max_rocof_hz_s,False,6.865501403808607,0.0,3,multi_seed
FLC,prbs_excitation_probe,overshoot_pct,False,7.355399793105058,0.0,3,multi_seed
FLC,prbs_excitation_probe,reversal_count,False,0.0,0.0,3,multi_seed
FLC,prbs_excitation_probe,rmse_error,False,568.1366718237601,0.0,3,multi_seed
FLC,prbs_excitation_probe,safety_margin_min,True,-0.0036048889160155,0.0,3,multi_seed
FLC,prbs_excitation_probe,saturation_events,False,0.0,0.0,3,multi_seed
FLC,prbs_excitation_probe,settling_time_s,False,,,0,multi_seed
FLC,prbs_excitation_probe,spectral_error_power,False,0.0,0.0,3,multi_seed
FLC,prbs_excitation_probe,stability_flag,True,1.0,0.0,3,multi_seed
FLC,prbs_excitation_probe,time_above_temp_limit_s,False,0.0,0.0,3,multi_seed
FLC,prbs_excitation_probe,time_in_saturation_s,False,0.0,0.0,3,multi_seed
FLC,prbs_excitation_probe,time_out_of_band_s,False,0.02,0.0,3,multi_seed
FLC,prbs_excitation_probe,total_time_unsafe_s,False,0.02,0.0,3,multi_seed
FLC,prbs_excitation_probe,worst_tail_abs_err,False,1093.7367182580138,0.0,3,multi_seed
FLC,steady_state_efficiency_probe,abs_err_p50,False,321.1324150181945,0.0,3,multi_seed
FLC,steady_state_efficiency_probe,abs_err_p90,False,1103.6638607993702,0.0,3,multi_seed
FLC,steady_state_efficiency_probe,abs_err_p95,False,1206.1786341205566,0.0,3,multi_seed
FLC,steady_state_efficiency_probe,arrhenius_exposure,False,4.643285087011578e-14,0.0,3,multi_seed
FLC,steady_state_efficiency_probe,bandwidth_proxy_hz,True,,,0,multi_seed
FLC,steady_state_efficiency_probe,coherence_lowmid,True,,,0,multi_seed
FLC,steady_state_efficiency_probe,cvar_abs_err,False,1305.497610710838,0.0,3,multi_seed
FLC,steady_state_efficiency_probe,effort_l1,False,0.1868233002789005,0.0,3,multi_seed
FLC,steady_state_efficiency_probe,effort_l2,False,0.1292327032817001,0.0,3,multi_seed
FLC,steady_state_efficiency_probe,glfi,True,0.8475489292683385,0.0,3,multi_seed
FLC,steady_state_efficiency_probe,iae_abs_err,False,183.5205989467739,0.0,3,multi_seed
FLC,steady_state_efficiency_probe,itae_abs_err,False,57.354813490869226,0.0,3,multi_seed
FLC,steady_state_efficiency_probe,jerk_l2,False,3.5578245289440225,0.0,3,multi_seed
FLC,steady_state_efficiency_probe,log_decrement,False,,,0,multi_seed
FLC,steady_state_efficiency_probe,max_delta_temp_over_limit_C,False,0.0,0.0,3,multi_seed
FLC,steady_state_efficiency_probe,max_freq_deviation_hz,False,1.0438995361328125,0.0,3,multi_seed
FLC,steady_state_efficiency_probe,max_rocof_hz_s,False,7.744026184082024,0.0,3,multi_seed
FLC,steady_state_efficiency_probe,overshoot_pct,False,1.9876298034497992,0.0,3,multi_seed
FLC,steady_state_efficiency_probe,reversal_count,False,0.0,0.0,3,multi_seed
FLC,steady_state_efficiency_probe,rmse_error,False,626.8418259748704,0.0,3,multi_seed
FLC,steady_state_efficiency_probe,safety_margin_min,True,-0.0438995361328125,0.0,3,multi_seed
FLC,steady_state_efficiency_probe,saturation_events,False,0.0,0.0,3,multi_seed
FLC,steady_state_efficiency_probe,settling_time_s,False,,,0,multi_seed
FLC,steady_state_efficiency_probe,spectral_error_power,False,0.0,0.0,3,multi_seed
FLC,steady_state_efficiency_probe,stability_flag,True,1.0,0.0,3,multi_seed
FLC,steady_state_efficiency_probe,time_above_temp_limit_s,False,0.0,0.0,3,multi_seed
FLC,steady_state_efficiency_probe,time_in_saturation_s,False,0.0,0.0,3,multi_seed
FLC,steady_state_efficiency_probe,time_out_of_band_s,False,0.02,0.0,3,multi_seed
FLC,steady_state_efficiency_probe,total_time_unsafe_s,False,0.02,0.0,3,multi_seed
FLC,steady_state_efficiency_probe,worst_tail_abs_err,False,1305.497610710838,0.0,3,multi_seed
FLC,sudden_load_increase_5pct,abs_err_p50,False,321.1324150181945,0.0,3,multi_seed
FLC,sudden_load_increase_5pct,abs_err_p90,False,1103.6638607993702,0.0,3,multi_seed
FLC,sudden_load_increase_5pct,abs_err_p95,False,1206.1786341205566,0.0,3,multi_seed
FLC,sudden_load_increase_5pct,arrhenius_exposure,False,4.643285087011578e-14,0.0,3,multi_seed
FLC,sudden_load_increase_5pct,bandwidth_proxy_hz,True,,,0,multi_seed
FLC,sudden_load_increase_5pct,coherence_lowmid,True,,,0,multi_seed
FLC,sudden_load_increase_5pct,cvar_abs_err,False,1305.497610710838,0.0,3,multi_seed
FLC,sudden_load_increase_5pct,effort_l1,False,0.1868233002789005,0.0,3,multi_seed
FLC,sudden_load_increase_5pct,effort_l2,False,0.1292327032817001,0.0,3,multi_seed
FLC,sudden_load_increase_5pct,glfi,True,0.8475489292683385,0.0,3,multi_seed
FLC,sudden_load_increase_5pct,iae_abs_err,False,183.5205989467739,0.0,3,multi_seed
FLC,sudden_load_increase_5pct,itae_abs_err,False,57.354813490869226,0.0,3,multi_seed
FLC,sudden_load_increase_5pct,jerk_l2,False,3.5578245289440225,0.0,3,multi_seed
FLC,sudden_load_increase_5pct,log_decrement,False,,,0,multi_seed
FLC,sudden_load_increase_5pct,max_delta_temp_over_limit_C,False,0.0,0.0,3,multi_seed
FLC,sudden_load_increase_5pct,max_freq_deviation_hz,False,1.0438995361328125,0.0,3,multi_seed
FLC,sudden_load_increase_5pct,max_rocof_hz_s,False,7.744026184082024,0.0,3,multi_seed
FLC,sudden_load_increase_5pct,overshoot_pct,False,1.9876298034497992,0.0,3,multi_seed
FLC,sudden_load_increase_5pct,reversal_count,False,0.0,0.0,3,multi_seed
FLC,sudden_load_increase_5pct,rmse_error,False,626.8418259748704,0.0,3,multi_seed
FLC,sudden_load_increase_5pct,safety_margin_min,True,-0.0438995361328125,0.0,3,multi_seed
FLC,sudden_load_increase_5pct,saturation_events,False,0.0,0.0,3,multi_seed
FLC,sudden_load_increase_5pct,settling_time_s,False,,,0,multi_seed
FLC,sudden_load_increase_5pct,spectral_error_power,False,0.0,0.0,3,multi_seed
FLC,sudden_load_increase_5pct,stability_flag,True,1.0,0.0,3,multi_seed
FLC,sudden_load_increase_5pct,time_above_temp_limit_s,False,0.0,0.0,3,multi_seed
FLC,sudden_load_increase_5pct,time_in_saturation_s,False,0.0,0.0,3,multi_seed
FLC,sudden_load_increase_5pct,time_out_of_band_s,False,0.02,0.0,3,multi_seed
FLC,sudden_load_increase_5pct,total_time_unsafe_s,False,0.02,0.0,3,multi_seed
FLC,sudden_load_increase_5pct,worst_tail_abs_err,False,1305.497610710838,0.0,3,multi_seed
PID,actuator_saturation_challenge,abs_err_p50,False,383.5121289881136,0.0,3,multi_seed
PID,actuator_saturation_challenge,abs_err_p90,False,793.4979472067962,0.0,3,multi_seed
PID,actuator_saturation_challenge,abs_err_p95,False,847.3725344708306,0.0,3,multi_seed
PID,actuator_saturation_challenge,arrhenius_exposure,False,4.643285087011578e-14,0.0,3,multi_seed
PID,actuator_saturation_challenge,bandwidth_proxy_hz,True,,,0,multi_seed
PID,actuator_saturation_challenge,coherence_lowmid,True,,,0,multi_seed
PID,actuator_saturation_challenge,cvar_abs_err,False,900.6927443032364,0.0,3,multi_seed
PID,actuator_saturation_challenge,effort_l1,False,0.3799999999999992,0.0,3,multi_seed
PID,actuator_saturation_challenge,effort_l2,False,0.3799999999999992,0.0,3,multi_seed
PID,actuator_saturation_challenge,glfi,True,0.8615687001585711,0.0,3,multi_seed
PID,actuator_saturation_challenge,iae_abs_err,False,174.97301006057054,0.0,3,multi_seed
PID,actuator_saturation_challenge,itae_abs_err,False,47.779567598066194,0.0,3,multi_seed
PID,actuator_saturation_challenge,jerk_l2,False,50.0,0.0,3,multi_seed
PID,actuator_saturation_challenge,log_decrement,False,,,0,multi_seed
PID,actuator_saturation_challenge,max_delta_temp_over_limit_C,False,0.0,0.0,3,multi_seed
PID,actuator_saturation_challenge,max_freq_deviation_hz,False,1.036640167236328,0.0,3,multi_seed
PID,actuator_saturation_challenge,max_rocof_hz_s,False,5.311203002929683,0.0,3,multi_seed
PID,actuator_saturation_challenge,overshoot_pct,False,0.0,0.0,3,multi_seed
PID,actuator_saturation_challenge,reversal_count,False,0.0,0.0,3,multi_seed
PID,actuator_saturation_challenge,rmse_error,False,501.1335772000155,0.0,3,multi_seed
PID,actuator_saturation_challenge,safety_margin_min,True,-0.0366401672363281,0.0,3,multi_seed
PID,actuator_saturation_challenge,saturation_events,False,0.0,0.0,3,multi_seed
PID,actuator_saturation_challenge,settling_time_s,False,,,0,multi_seed
PID,actuator_saturation_challenge,spectral_error_power,False,0.0,0.0,3,multi_seed
PID,actuator_saturation_challenge,stability_flag,True,1.0,0.0,3,multi_seed
PID,actuator_saturation_challenge,time_above_temp_limit_s,False,0.0,0.0,3,multi_seed
PID,actuator_saturation_challenge,time_in_saturation_s,False,0.0,0.0,3,multi_seed
PID,actuator_saturation_challenge,time_out_of_band_s,False,0.02,0.0,3,multi_seed
PID,actuator_saturation_challenge,total_time_unsafe_s,False,0.02,0.0,3,multi_seed
PID,actuator_saturation_challenge,worst_tail_abs_err,False,900.6927443032364,0.0,3,multi_seed
PID,baseline_steady_state,abs_err_p50,False,383.1670940465294,0.0,3,multi_seed
PID,baseline_steady_state,abs_err_p90,False,807.1809497894257,0.0,3,multi_seed
PID,baseline_steady_state,abs_err_p95,False,861.9664444273097,0.0,3,multi_seed
PID,baseline_steady_state,arrhenius_exposure,False,5.0712840756290624e-14,0.0,3,multi_seed
PID,baseline_steady_state,bandwidth_proxy_hz,True,,,0,multi_seed
PID,baseline_steady_state,coherence_lowmid,True,,,0,multi_seed
PID,baseline_steady_state,cvar_abs_err,False,890.0503874186549,0.0,3,multi_seed
PID,baseline_steady_state,effort_l1,False,0.4039738939228608,0.0,3,multi_seed
PID,baseline_steady_state,effort_l2,False,0.400789591645507,0.0,3,multi_seed
PID,baseline_steady_state,glfi,True,0.8606899481249725,0.0,3,multi_seed
PID,baseline_steady_state,iae_abs_err,False,184.47158449187373,0.0,3,multi_seed
PID,baseline_steady_state,itae_abs_err,False,57.695373366900014,0.0,3,multi_seed
PID,baseline_steady_state,jerk_l2,False,34.07848861323087,0.0,3,multi_seed
PID,baseline_steady_state,log_decrement,False,,,0,multi_seed
PID,baseline_steady_state,max_delta_temp_over_limit_C,False,0.0,0.0,3,multi_seed
PID,baseline_steady_state,max_freq_deviation_hz,False,1.092876434326172,0.0,3,multi_seed
PID,baseline_steady_state,max_rocof_hz_s,False,5.394554138183589,0.0,3,multi_seed
PID,baseline_steady_state,overshoot_pct,False,0.0,0.0,3,multi_seed
PID,baseline_steady_state,reversal_count,False,0.0,0.0,3,multi_seed
PID,baseline_steady_state,rmse_error,False,501.3869124099106,0.0,3,multi_seed
PID,baseline_steady_state,safety_margin_min,True,-0.0928764343261718,0.0,3,multi_seed
PID,baseline_steady_state,saturation_events,False,0.0,0.0,3,multi_seed
PID,baseline_steady_state,settling_time_s,False,,,0,multi_seed
PID,baseline_steady_state,spectral_error_power,False,0.0,0.0,3,multi_seed
PID,baseline_steady_state,stability_flag,True,1.0,0.0,3,multi_seed
PID,baseline_steady_state,time_above_temp_limit_s,False,0.0,0.0,3,multi_seed
PID,baseline_steady_state,time_in_saturation_s,False,0.0,0.0,3,multi_seed
PID,baseline_steady_state,time_out_of_band_s,False,0.02,0.0,3,multi_seed
PID,baseline_steady_state,total_time_unsafe_s,False,0.02,0.0,3,multi_seed
PID,baseline_steady_state,worst_tail_abs_err,False,890.0503874186549,0.0,3,multi_seed
PID,cascading_grid_fault_and_recovery,abs_err_p50,False,383.1670940465294,0.0,3,multi_seed
PID,cascading_grid_fault_and_recovery,abs_err_p90,False,807.1809497894257,0.0,3,multi_seed
PID,cascading_grid_fault_and_recovery,abs_err_p95,False,861.9664444273097,0.0,3,multi_seed
PID,cascading_grid_fault_and_recovery,arrhenius_exposure,False,5.0712840756290624e-14,0.0,3,multi_seed
PID,cascading_grid_fault_and_recovery,bandwidth_proxy_hz,True,,,0,multi_seed
PID,cascading_grid_fault_and_recovery,coherence_lowmid,True,,,0,multi_seed
PID,cascading_grid_fault_and_recovery,cvar_abs_err,False,890.0503874186549,0.0,3,multi_seed
PID,cascading_grid_fault_and_recovery,effort_l1,False,0.4039738939228608,0.0,3,multi_seed
PID,cascading_grid_fault_and_recovery,effort_l2,False,0.400789591645507,0.0,3,multi_seed
PID,cascading_grid_fault_and_recovery,glfi,True,0.8606899481249725,0.0,3,multi_seed
PID,cascading_grid_fault_and_recovery,iae_abs_err,False,184.47158449187373,0.0,3,multi_seed
PID,cascading_grid_fault_and_recovery,itae_abs_err,False,57.695373366900014,0.0,3,multi_seed
PID,cascading_grid_fault_and_recovery,jerk_l2,False,34.07848861323087,0.0,3,multi_seed
PID,cascading_grid_fault_and_recovery,log_decrement,False,,,0,multi_seed
PID,cascading_grid_fault_and_recovery,max_delta_temp_over_limit_C,False,0.0,0.0,3,multi_seed
PID,cascading_grid_fault_and_recovery,max_freq_deviation_hz,False,1.092876434326172,0.0,3,multi_seed
PID,cascading_grid_fault_and_recovery,max_rocof_hz_s,False,5.394554138183589,0.0,3,multi_seed
PID,cascading_grid_fault_and_recovery,overshoot_pct,False,0.0,0.0,3,multi_seed
PID,cascading_grid_fault_and_recovery,reversal_count,False,0.0,0.0,3,multi_seed
PID,cascading_grid_fault_and_recovery,rmse_error,False,501.3869124099106,0.0,3,multi_seed
PID,cascading_grid_fault_and_recovery,safety_margin_min,True,-0.0928764343261718,0.0,3,multi_seed
PID,cascading_grid_fault_and_recovery,saturation_events,False,0.0,0.0,3,multi_seed
PID,cascading_grid_fault_and_recovery,settling_time_s,False,,,0,multi_seed
PID,cascading_grid_fault_and_recovery,spectral_error_power,False,0.0,0.0,3,multi_seed
PID,cascading_grid_fault_and_recovery,stability_flag,True,1.0,0.0,3,multi_seed
PID,cascading_grid_fault_and_recovery,time_above_temp_limit_s,False,0.0,0.0,3,multi_seed
PID,cascading_grid_fault_and_recovery,time_in_saturation_s,False,0.0,0.0,3,multi_seed
PID,cascading_grid_fault_and_recovery,time_out_of_band_s,False,0.02,0.0,3,multi_seed
PID,cascading_grid_fault_and_recovery,total_time_unsafe_s,False,0.02,0.0,3,multi_seed
PID,cascading_grid_fault_and_recovery,worst_tail_abs_err,False,890.0503874186549,0.0,3,multi_seed
PID,combined_challenge_final_exam,abs_err_p50,False,383.1670940465294,0.0,3,multi_seed
PID,combined_challenge_final_exam,abs_err_p90,False,807.1809497894257,0.0,3,multi_seed
PID,combined_challenge_final_exam,abs_err_p95,False,861.9664444273097,0.0,3,multi_seed
PID,combined_challenge_final_exam,arrhenius_exposure,False,5.0712840756290624e-14,0.0,3,multi_seed
PID,combined_challenge_final_exam,bandwidth_proxy_hz,True,,,0,multi_seed
PID,combined_challenge_final_exam,coherence_lowmid,True,,,0,multi_seed
PID,combined_challenge_final_exam,cvar_abs_err,False,890.0503874186549,0.0,3,multi_seed
PID,combined_challenge_final_exam,effort_l1,False,0.4039738939228608,0.0,3,multi_seed
PID,combined_challenge_final_exam,effort_l2,False,0.400789591645507,0.0,3,multi_seed
PID,combined_challenge_final_exam,glfi,True,0.8606899481249725,0.0,3,multi_seed
PID,combined_challenge_final_exam,iae_abs_err,False,184.47158449187373,0.0,3,multi_seed
PID,combined_challenge_final_exam,itae_abs_err,False,57.695373366900014,0.0,3,multi_seed
PID,combined_challenge_final_exam,jerk_l2,False,34.07848861323087,0.0,3,multi_seed
PID,combined_challenge_final_exam,log_decrement,False,,,0,multi_seed
PID,combined_challenge_final_exam,max_delta_temp_over_limit_C,False,0.0,0.0,3,multi_seed
PID,combined_challenge_final_exam,max_freq_deviation_hz,False,1.092876434326172,0.0,3,multi_seed
PID,combined_challenge_final_exam,max_rocof_hz_s,False,5.394554138183589,0.0,3,multi_seed
PID,combined_challenge_final_exam,overshoot_pct,False,0.0,0.0,3,multi_seed
PID,combined_challenge_final_exam,reversal_count,False,0.0,0.0,3,multi_seed
PID,combined_challenge_final_exam,rmse_error,False,501.3869124099106,0.0,3,multi_seed
PID,combined_challenge_final_exam,safety_margin_min,True,-0.0928764343261718,0.0,3,multi_seed
PID,combined_challenge_final_exam,saturation_events,False,0.0,0.0,3,multi_seed
PID,combined_challenge_final_exam,settling_time_s,False,,,0,multi_seed
PID,combined_challenge_final_exam,spectral_error_power,False,0.0,0.0,3,multi_seed
PID,combined_challenge_final_exam,stability_flag,True,1.0,0.0,3,multi_seed
PID,combined_challenge_final_exam,time_above_temp_limit_s,False,0.0,0.0,3,multi_seed
PID,combined_challenge_final_exam,time_in_saturation_s,False,0.0,0.0,3,multi_seed
PID,combined_challenge_final_exam,time_out_of_band_s,False,0.02,0.0,3,multi_seed
PID,combined_challenge_final_exam,total_time_unsafe_s,False,0.02,0.0,3,multi_seed
PID,combined_challenge_final_exam,worst_tail_abs_err,False,890.0503874186549,0.0,3,multi_seed
PID,deceptive_sensor_noise,abs_err_p50,False,543.0198212217242,0.0,3,multi_seed
PID,deceptive_sensor_noise,abs_err_p90,False,797.4541755827954,0.0,3,multi_seed
PID,deceptive_sensor_noise,abs_err_p95,False,829.5542595841522,0.0,3,multi_seed
PID,deceptive_sensor_noise,arrhenius_exposure,False,4.8584394697546126e-14,0.0,3,multi_seed
PID,deceptive_sensor_noise,bandwidth_proxy_hz,True,,,0,multi_seed
PID,deceptive_sensor_noise,coherence_lowmid,True,,,0,multi_seed
PID,deceptive_sensor_noise,cvar_abs_err,False,846.0633945317214,0.0,3,multi_seed
PID,deceptive_sensor_noise,effort_l1,False,0.2999999999999993,0.0,3,multi_seed
PID,deceptive_sensor_noise,effort_l2,False,0.2999999999999993,0.0,3,multi_seed
PID,deceptive_sensor_noise,glfi,True,0.8162902939761526,0.0,3,multi_seed
PID,deceptive_sensor_noise,iae_abs_err,False,208.99422399302728,0.0,3,multi_seed
PID,deceptive_sensor_noise,itae_abs_err,False,58.04242808725008,0.0,3,multi_seed
PID,deceptive_sensor_noise,jerk_l2,False,49.99999999999992,0.0,3,multi_seed
PID,deceptive_sensor_noise,log_decrement,False,,,0,multi_seed
PID,deceptive_sensor_noise,max_delta_temp_over_limit_C,False,0.0,0.0,3,multi_seed
PID,deceptive_sensor_noise,max_freq_deviation_hz,False,1.075408935546875,0.0,3,multi_seed
PID,deceptive_sensor_noise,max_rocof_hz_s,False,5.0779342651367285,0.0,3,multi_seed
PID,deceptive_sensor_noise,overshoot_pct,False,10.679290865406609,0.0,3,multi_seed
PID,deceptive_sensor_noise,reversal_count,False,0.0,0.0,3,multi_seed
PID,deceptive_sensor_noise,rmse_error,False,556.6153865418428,0.0,3,multi_seed
PID,deceptive_sensor_noise,safety_margin_min,True,-0.075408935546875,0.0,3,multi_seed
PID,deceptive_sensor_noise,saturation_events,False,0.0,0.0,3,multi_seed
PID,deceptive_sensor_noise,settling_time_s,False,,,0,multi_seed
PID,deceptive_sensor_noise,spectral_error_power,False,0.0,0.0,3,multi_seed
PID,deceptive_sensor_noise,stability_flag,True,1.0,0.0,3,multi_seed
PID,deceptive_sensor_noise,time_above_temp_limit_s,False,0.0,0.0,3,multi_seed
PID,deceptive_sensor_noise,time_in_saturation_s,False,0.0,0.0,3,multi_seed
PID,deceptive_sensor_noise,time_out_of_band_s,False,0.0199999999999999,0.0,3,multi_seed
PID,deceptive_sensor_noise,total_time_unsafe_s,False,0.0199999999999999,0.0,3,multi_seed
PID,deceptive_sensor_noise,worst_tail_abs_err,False,846.0633945317214,0.0,3,multi_seed
PID,gradual_load_increase_10pct,abs_err_p50,False,543.0198212217242,0.0,3,multi_seed
PID,gradual_load_increase_10pct,abs_err_p90,False,797.4541755827954,0.0,3,multi_seed
PID,gradual_load_increase_10pct,abs_err_p95,False,829.5542595841522,0.0,3,multi_seed
PID,gradual_load_increase_10pct,arrhenius_exposure,False,4.8584394697546126e-14,0.0,3,multi_seed
PID,gradual_load_increase_10pct,bandwidth_proxy_hz,True,,,0,multi_seed
PID,gradual_load_increase_10pct,coherence_lowmid,True,,,0,multi_seed
PID,gradual_load_increase_10pct,cvar_abs_err,False,846.0633945317214,0.0,3,multi_seed
PID,gradual_load_increase_10pct,effort_l1,False,0.2999999999999993,0.0,3,multi_seed
PID,gradual_load_increase_10pct,effort_l2,False,0.2999999999999993,0.0,3,multi_seed
PID,gradual_load_increase_10pct,glfi,True,0.8162902939761526,0.0,3,multi_seed
PID,gradual_load_increase_10pct,iae_abs_err,False,208.99422399302728,0.0,3,multi_seed
PID,gradual_load_increase_10pct,itae_abs_err,False,58.04242808725008,0.0,3,multi_seed
