controller,scenario,metric,higher_is_better,value,value_std,n,run_id
PID,gradual_load_increase_10pct,jerk_l2,False,49.99999999999992,0.0,3,multi_seed
PID,gradual_load_increase_10pct,log_decrement,False,,,0,multi_seed
PID,gradual_load_increase_10pct,max_delta_temp_over_limit_C,False,0.0,0.0,3,multi_seed
PID,gradual_load_increase_10pct,max_freq_deviation_hz,False,1.075408935546875,0.0,3,multi_seed
PID,gradual_load_increase_10pct,max_rocof_hz_s,False,5.0779342651367285,0.0,3,multi_seed
PID,gradual_load_increase_10pct,overshoot_pct,False,10.679290865406609,0.0,3,multi_seed
PID,gradual_load_increase_10pct,reversal_count,False,0.0,0.0,3,multi_seed
PID,gradual_load_increase_10pct,rmse_error,False,556.6153865418428,0.0,3,multi_seed
PID,gradual_load_increase_10pct,safety_margin_min,True,-0.075408935546875,0.0,3,multi_seed
PID,gradual_load_increase_10pct,saturation_events,False,0.0,0.0,3,multi_seed
PID,gradual_load_increase_10pct,settling_time_s,False,,,0,multi_seed
PID,gradual_load_increase_10pct,spectral_error_power,False,0.0,0.0,3,multi_seed
PID,gradual_load_increase_10pct,stability_flag,True,1.0,0.0,3,multi_seed
PID,gradual_load_increase_10pct,time_above_temp_limit_s,False,0.0,0.0,3,multi_seed
PID,gradual_load_increase_10pct,time_in_saturation_s,False,0.0,0.0,3,multi_seed
PID,gradual_load_increase_10pct,time_out_of_band_s,False,0.0199999999999999,0.0,3,multi_seed
PID,gradual_load_increase_10pct,total_time_unsafe_s,False,0.0199999999999999,0.0,3,multi_seed
PID,gradual_load_increase_10pct,worst_tail_abs_err,False,846.0633945317214,0.0,3,multi_seed
PID,multisine_frequency_probe,abs_err_p50,False,367.602104892801,0.0,3,multi_seed
PID,multisine_frequency_probe,abs_err_p90,False,774.5559826431231,0.0,3,multi_seed
PID,multisine_frequency_probe,abs_err_p95,False,827.4135899895873,0.0,3,multi_seed
PID,multisine_frequency_probe,arrhenius_exposure,False,4.8584394697546126e-14,0.0,3,multi_seed
PID,multisine_frequency_probe,bandwidth_proxy_hz,True,,,0,multi_seed
PID,multisine_frequency_probe,coherence_lowmid,True,,,0,multi_seed
PID,multisine_frequency_probe,cvar_abs_err,False,853.9397716470985,0.0,3,multi_seed
PID,multisine_frequency_probe,effort_l1,False,0.3842503387174945,0.0,3,multi_seed
PID,multisine_frequency_probe,effort_l2,False,0.3809032689606712,0.0,3,multi_seed
PID,multisine_frequency_probe,glfi,True,0.8664628746187412,0.0,3,multi_seed
PID,multisine_frequency_probe,iae_abs_err,False,169.2883477384613,0.0,3,multi_seed
PID,multisine_frequency_probe,itae_abs_err,False,50.57510164847975,0.0,3,multi_seed
PID,multisine_frequency_probe,jerk_l2,False,33.26465121588274,0.0,3,multi_seed
PID,multisine_frequency_probe,log_decrement,False,,,0,multi_seed
PID,multisine_frequency_probe,max_delta_temp_over_limit_C,False,0.0,0.0,3,multi_seed
PID,multisine_frequency_probe,max_freq_deviation_hz,False,1.0035247802734375,0.0,3,multi_seed
PID,multisine_frequency_probe,max_rocof_hz_s,False,5.192947387695322,0.0,3,multi_seed
PID,multisine_frequency_probe,overshoot_pct,False,0.0,0.0,3,multi_seed
PID,multisine_frequency_probe,reversal_count,False,0.0,0.0,3,multi_seed
PID,multisine_frequency_probe,rmse_error,False,481.6104667039693,0.0,3,multi_seed
PID,multisine_frequency_probe,safety_margin_min,True,-0.0035247802734375,0.0,3,multi_seed
PID,multisine_frequency_probe,saturation_events,False,0.0,0.0,3,multi_seed
PID,multisine_frequency_probe,settling_time_s,False,,,0,multi_seed
PID,multisine_frequency_probe,spectral_error_power,False,0.0,0.0,3,multi_seed
PID,multisine_frequency_probe,stability_flag,True,1.0,0.0,3,multi_seed
PID,multisine_frequency_probe,time_above_temp_limit_s,False,0.0,0.0,3,multi_seed
PID,multisine_frequency_probe,time_in_saturation_s,False,0.0,0.0,3,multi_seed
PID,multisine_frequency_probe,time_out_of_band_s,False,0.0199999999999999,0.0,3,multi_seed
PID,multisine_frequency_probe,total_time_unsafe_s,False,0.0199999999999999,0.0,3,multi_seed
PID,multisine_frequency_probe,worst_tail_abs_err,False,853.9397716470985,0.0,3,multi_seed
PID,parameter_randomization_drills,abs_err_p50,False,359.47731458754373,25.170239478704083,3,multi_seed
PID,parameter_randomization_drills,abs_err_p90,False,759.3242381973756,48.97054526649495,3,multi_seed
PID,parameter_randomization_drills,abs_err_p95,False,811.5594152002908,51.36049124172416,3,multi_seed
PID,parameter_randomization_drills,arrhenius_exposure,False,4.857669544131751e-14,2.140005330682518e-15,3,multi_seed
PID,parameter_randomization_drills,bandwidth_proxy_hz,True,,,0,multi_seed
PID,parameter_randomization_drills,coherence_lowmid,True,,,0,multi_seed
PID,parameter_randomization_drills,cvar_abs_err,False,846.1369936427042,41.28495327922102,3,multi_seed
PID,parameter_randomization_drills,effort_l1,False,0.3841825437324715,0.0195297529287487,3,multi_seed
PID,parameter_randomization_drills,effort_l2,False,0.3808717402965598,0.0197888139356982,3,multi_seed
PID,parameter_randomization_drills,glfi,True,0.8688945135111105,0.0086431264295545,3,multi_seed
PID,parameter_randomization_drills,iae_abs_err,False,166.06283005087312,18.8224949972003,3,multi_seed
PID,parameter_randomization_drills,itae_abs_err,False,49.812288831255536,7.884238761706947,3,multi_seed
PID,parameter_randomization_drills,jerk_l2,False,33.45188268312382,1.3084960090230473,3,multi_seed
PID,parameter_randomization_drills,log_decrement,False,,,0,multi_seed
PID,parameter_randomization_drills,max_delta_temp_over_limit_C,False,0.0,0.0,3,multi_seed
PID,parameter_randomization_drills,max_freq_deviation_hz,False,1.0289929707845051,0.0125870960106624,3,multi_seed
PID,parameter_randomization_drills,max_rocof_hz_s,False,5.341402689615886,0.2624793324037427,3,multi_seed
PID,parameter_randomization_drills,overshoot_pct,False,0.0,0.0,3,multi_seed
PID,parameter_randomization_drills,reversal_count,False,0.0,0.0,3,multi_seed
PID,parameter_randomization_drills,rmse_error,False,471.79772974583926,30.670718508639773,3,multi_seed
PID,parameter_randomization_drills,safety_margin_min,True,-0.0289929707845051,0.0125870960106624,3,multi_seed
PID,parameter_randomization_drills,saturation_events,False,0.0,0.0,3,multi_seed
PID,parameter_randomization_drills,settling_time_s,False,,,0,multi_seed
PID,parameter_randomization_drills,spectral_error_power,False,0.0,0.0,3,multi_seed
PID,parameter_randomization_drills,stability_flag,True,1.0,0.0,3,multi_seed
PID,parameter_randomization_drills,time_above_temp_limit_s,False,0.0,0.0,3,multi_seed
PID,parameter_randomization_drills,time_in_saturation_s,False,0.0,0.0,3,multi_seed
PID,parameter_randomization_drills,time_out_of_band_s,False,0.0199999999999999,5.75865489762303e-17,3,multi_seed
PID,parameter_randomization_drills,total_time_unsafe_s,False,0.0199999999999999,5.75865489762303e-17,3,multi_seed
PID,parameter_randomization_drills,worst_tail_abs_err,False,846.1369936427042,41.28495327922102,3,multi_seed
PID,prbs_excitation_probe,abs_err_p50,False,350.0773096525645,0.0,3,multi_seed
PID,prbs_excitation_probe,abs_err_p90,False,897.9823799681467,0.0,3,multi_seed
PID,prbs_excitation_probe,abs_err_p95,False,951.061217495572,0.0,3,multi_seed
PID,prbs_excitation_probe,arrhenius_exposure,False,5.0712840756290624e-14,0.0,3,multi_seed
PID,prbs_excitation_probe,bandwidth_proxy_hz,True,,,0,multi_seed
PID,prbs_excitation_probe,coherence_lowmid,True,,,0,multi_seed
PID,prbs_excitation_probe,cvar_abs_err,False,1003.6711422811184,0.0,3,multi_seed
PID,prbs_excitation_probe,effort_l1,False,0.3927012984683233,0.0,3,multi_seed
PID,prbs_excitation_probe,effort_l2,False,0.3816193180513761,0.0,3,multi_seed
PID,prbs_excitation_probe,glfi,True,0.8536266842946908,0.0,3,multi_seed
PID,prbs_excitation_probe,iae_abs_err,False,192.94388895005727,0.0,3,multi_seed
PID,prbs_excitation_probe,itae_abs_err,False,60.99564096451758,0.0,3,multi_seed
PID,prbs_excitation_probe,jerk_l2,False,125.00219074537796,0.0,3,multi_seed
PID,prbs_excitation_probe,log_decrement,False,-0.4112074040097828,0.0,3,multi_seed
PID,prbs_excitation_probe,max_delta_temp_over_limit_C,False,0.0,0.0,3,multi_seed
PID,prbs_excitation_probe,max_freq_deviation_hz,False,1.0921516418457031,0.0,3,multi_seed
PID,prbs_excitation_probe,max_rocof_hz_s,False,6.235122680664074,0.0,3,multi_seed
PID,prbs_excitation_probe,overshoot_pct,False,4.927545143313605,0.0,3,multi_seed
PID,prbs_excitation_probe,reversal_count,False,0.0,0.0,3,multi_seed
PID,prbs_excitation_probe,rmse_error,False,552.2867152359753,0.0,3,multi_seed
PID,prbs_excitation_probe,safety_margin_min,True,-0.092151641845703,0.0,3,multi_seed
PID,prbs_excitation_probe,saturation_events,False,0.0,0.0,3,multi_seed
PID,prbs_excitation_probe,settling_time_s,False,,,0,multi_seed
PID,prbs_excitation_probe,spectral_error_power,False,0.0,0.0,3,multi_seed
PID,prbs_excitation_probe,stability_flag,True,1.0,0.0,3,multi_seed
PID,prbs_excitation_probe,time_above_temp_limit_s,False,0.0,0.0,3,multi_seed
PID,prbs_excitation_probe,time_in_saturation_s,False,0.0,0.0,3,multi_seed
PID,prbs_excitation_probe,time_out_of_band_s,False,0.02,0.0,3,multi_seed
PID,prbs_excitation_probe,total_time_unsafe_s,False,0.02,0.0,3,multi_seed
PID,prbs_excitation_probe,worst_tail_abs_err,False,1003.6711422811184,0.0,3,multi_seed
PID,steady_state_efficiency_probe,abs_err_p50,False,383.1670940465294,0.0,3,multi_seed
PID,steady_state_efficiency_probe,abs_err_p90,False,807.1809497894257,0.0,3,multi_seed
PID,steady_state_efficiency_probe,abs_err_p95,False,861.9664444273097,0.0,3,multi_seed
PID,steady_state_efficiency_probe,arrhenius_exposure,False,5.0712840756290624e-14,0.0,3,multi_seed
PID,steady_state_efficiency_probe,bandwidth_proxy_hz,True,,,0,multi_seed
PID,steady_state_efficiency_probe,coherence_lowmid,True,,,0,multi_seed
PID,steady_state_efficiency_probe,cvar_abs_err,False,890.0503874186549,0.0,3,multi_seed
PID,steady_state_efficiency_probe,effort_l1,False,0.4039738939228608,0.0,3,multi_seed
PID,steady_state_efficiency_probe,effort_l2,False,0.400789591645507,0.0,3,multi_seed
PID,steady_state_efficiency_probe,glfi,True,0.8606899481249725,0.0,3,multi_seed
PID,steady_state_efficiency_probe,iae_abs_err,False,184.47158449187373,0.0,3,multi_seed
PID,steady_state_efficiency_probe,itae_abs_err,False,57.695373366900014,0.0,3,multi_seed
PID,steady_state_efficiency_probe,jerk_l2,False,34.07848861323087,0.0,3,multi_seed
PID,steady_state_efficiency_probe,log_decrement,False,,,0,multi_seed
PID,steady_state_efficiency_probe,max_delta_temp_over_limit_C,False,0.0,0.0,3,multi_seed
PID,steady_state_efficiency_probe,max_freq_deviation_hz,False,1.092876434326172,0.0,3,multi_seed
PID,steady_state_efficiency_probe,max_rocof_hz_s,False,5.394554138183589,0.0,3,multi_seed
PID,steady_state_efficiency_probe,overshoot_pct,False,0.0,0.0,3,multi_seed
PID,steady_state_efficiency_probe,reversal_count,False,0.0,0.0,3,multi_seed
PID,steady_state_efficiency_probe,rmse_error,False,501.3869124099106,0.0,3,multi_seed
PID,steady_state_efficiency_probe,safety_margin_min,True,-0.0928764343261718,0.0,3,multi_seed
PID,steady_state_efficiency_probe,saturation_events,False,0.0,0.0,3,multi_seed
PID,steady_state_efficiency_probe,settling_time_s,False,,,0,multi_seed
PID,steady_state_efficiency_probe,spectral_error_power,False,0.0,0.0,3,multi_seed
PID,steady_state_efficiency_probe,stability_flag,True,1.0,0.0,3,multi_seed
PID,steady_state_efficiency_probe,time_above_temp_limit_s,False,0.0,0.0,3,multi_seed
PID,steady_state_efficiency_probe,time_in_saturation_s,False,0.0,0.0,3,multi_seed
PID,steady_state_efficiency_probe,time_out_of_band_s,False,0.02,0.0,3,multi_seed
PID,steady_state_efficiency_probe,total_time_unsafe_s,False,0.02,0.0,3,multi_seed
PID,steady_state_efficiency_probe,worst_tail_abs_err,False,890.0503874186549,0.0,3,multi_seed
PID,sudden_load_increase_5pct,abs_err_p50,False,383.1670940465294,0.0,3,multi_seed
PID,sudden_load_increase_5pct,abs_err_p90,False,807.1809497894257,0.0,3,multi_seed
PID,sudden_load_increase_5pct,abs_err_p95,False,861.9664444273097,0.0,3,multi_seed
PID,sudden_load_increase_5pct,arrhenius_exposure,False,5.0712840756290624e-14,0.0,3,multi_seed
PID,sudden_load_increase_5pct,bandwidth_proxy_hz,True,,,0,multi_seed
PID,sudden_load_increase_5pct,coherence_lowmid,True,,,0,multi_seed
PID,sudden_load_increase_5pct,cvar_abs_err,False,890.0503874186549,0.0,3,multi_seed
PID,sudden_load_increase_5pct,effort_l1,False,0.4039738939228608,0.0,3,multi_seed
PID,sudden_load_increase_5pct,effort_l2,False,0.400789591645507,0.0,3,multi_seed
PID,sudden_load_increase_5pct,glfi,True,0.8606899481249725,0.0,3,multi_seed
PID,sudden_load_increase_5pct,iae_abs_err,False,184.47158449187373,0.0,3,multi_seed
PID,sudden_load_increase_5pct,itae_abs_err,False,57.695373366900014,0.0,3,multi_seed
PID,sudden_load_increase_5pct,jerk_l2,False,34.07848861323087,0.0,3,multi_seed
PID,sudden_load_increase_5pct,log_decrement,False,,,0,multi_seed
PID,sudden_load_increase_5pct,max_delta_temp_over_limit_C,False,0.0,0.0,3,multi_seed
PID,sudden_load_increase_5pct,max_freq_deviation_hz,False,1.092876434326172,0.0,3,multi_seed
PID,sudden_load_increase_5pct,max_rocof_hz_s,False,5.394554138183589,0.0,3,multi_seed
PID,sudden_load_increase_5pct,overshoot_pct,False,0.0,0.0,3,multi_seed
PID,sudden_load_increase_5pct,reversal_count,False,0.0,0.0,3,multi_seed
PID,sudden_load_increase_5pct,rmse_error,False,501.3869124099106,0.0,3,multi_seed
PID,sudden_load_increase_5pct,safety_margin_min,True,-0.0928764343261718,0.0,3,multi_seed
PID,sudden_load_increase_5pct,saturation_events,False,0.0,0.0,3,multi_seed
PID,sudden_load_increase_5pct,settling_time_s,False,,,0,multi_seed
PID,sudden_load_increase_5pct,spectral_error_power,False,0.0,0.0,3,multi_seed
PID,sudden_load_increase_5pct,stability_flag,True,1.0,0.0,3,multi_seed
PID,sudden_load_increase_5pct,time_above_temp_limit_s,False,0.0,0.0,3,multi_seed
PID,sudden_load_increase_5pct,time_in_saturation_s,False,0.0,0.0,3,multi_seed
PID,sudden_load_increase_5pct,time_out_of_band_s,False,0.02,0.0,3,multi_seed
PID,sudden_load_increase_5pct,total_time_unsafe_s,False,0.02,0.0,3,multi_seed
PID,sudden_load_increase_5pct,worst_tail_abs_err,False,890.0503874186549,0.0,3,multi_seed
RL,actuator_saturation_challenge,abs_err_p50,False,398.39044315383535,0.0,3,multi_seed
RL,actuator_saturation_challenge,abs_err_p90,False,797.1560341664353,0.0,3,multi_seed
RL,actuator_saturation_challenge,abs_err_p95,False,868.457313806528,0.0,3,multi_seed
RL,actuator_saturation_challenge,arrhenius_exposure,False,4.4258331067129794e-14,0.0,3,multi_seed
RL,actuator_saturation_challenge,bandwidth_proxy_hz,True,,,0,multi_seed
RL,actuator_saturation_challenge,coherence_lowmid,True,,,0,multi_seed
RL,actuator_saturation_challenge,cvar_abs_err,False,941.5094078569418,0.0,3,multi_seed
RL,actuator_saturation_challenge,effort_l1,False,0.3162414681911461,0.0,3,multi_seed
RL,actuator_saturation_challenge,effort_l2,False,0.2929609008943597,0.0,3,multi_seed
RL,actuator_saturation_challenge,glfi,True,0.8587471400327663,0.0,3,multi_seed
RL,actuator_saturation_challenge,iae_abs_err,False,169.61240854214483,0.0,3,multi_seed
RL,actuator_saturation_challenge,itae_abs_err,False,44.12962712893599,0.0,3,multi_seed
RL,actuator_saturation_challenge,jerk_l2,False,79.00256028031916,0.0,3,multi_seed
RL,actuator_saturation_challenge,log_decrement,False,,,0,multi_seed
RL,actuator_saturation_challenge,max_delta_temp_over_limit_C,False,0.0,0.0,3,multi_seed
RL,actuator_saturation_challenge,max_freq_deviation_hz,False,1.0055885314941406,0.0,3,multi_seed
RL,actuator_saturation_challenge,max_rocof_hz_s,False,5.559539794921871,0.0,3,multi_seed
RL,actuator_saturation_challenge,overshoot_pct,False,0.0,0.0,3,multi_seed
RL,actuator_saturation_challenge,reversal_count,False,0.0,0.0,3,multi_seed
RL,actuator_saturation_challenge,rmse_error,False,511.5928211431913,0.0,3,multi_seed
RL,actuator_saturation_challenge,safety_margin_min,True,-0.0055885314941406,0.0,3,multi_seed
RL,actuator_saturation_challenge,saturation_events,False,0.0,0.0,3,multi_seed
RL,actuator_saturation_challenge,settling_time_s,False,,,0,multi_seed
RL,actuator_saturation_challenge,spectral_error_power,False,0.0,0.0,3,multi_seed
RL,actuator_saturation_challenge,stability_flag,True,1.0,0.0,3,multi_seed
RL,actuator_saturation_challenge,time_above_temp_limit_s,False,0.0,0.0,3,multi_seed
RL,actuator_saturation_challenge,time_in_saturation_s,False,0.0,0.0,3,multi_seed
RL,actuator_saturation_challenge,time_out_of_band_s,False,0.02,0.0,3,multi_seed
RL,actuator_saturation_challenge,total_time_unsafe_s,False,0.02,0.0,3,multi_seed
RL,actuator_saturation_challenge,worst_tail_abs_err,False,941.5094078569418,0.0,3,multi_seed
RL,baseline_steady_state,abs_err_p50,False,400.6723487663966,0.0,3,multi_seed
RL,baseline_steady_state,abs_err_p90,False,780.9607975945672,0.0,3,multi_seed
RL,baseline_steady_state,abs_err_p95,False,850.4969657716382,0.0,3,multi_seed
RL,baseline_steady_state,arrhenius_exposure,False,4.643285087011578e-14,0.0,3,multi_seed
RL,baseline_steady_state,bandwidth_proxy_hz,True,,,0,multi_seed
RL,baseline_steady_state,coherence_lowmid,True,,,0,multi_seed
RL,baseline_steady_state,cvar_abs_err,False,928.5326970593578,0.0,3,multi_seed
RL,baseline_steady_state,effort_l1,False,0.3084189510345452,0.0,3,multi_seed
RL,baseline_steady_state,effort_l2,False,0.2813456485420252,0.0,3,multi_seed
RL,baseline_steady_state,glfi,True,0.8597501482763269,0.0,3,multi_seed
RL,baseline_steady_state,iae_abs_err,False,168.8327715049572,0.0,3,multi_seed
RL,baseline_steady_state,itae_abs_err,False,47.85748123111239,0.0,3,multi_seed
RL,baseline_steady_state,jerk_l2,False,48.02756902826106,0.0,3,multi_seed
RL,baseline_steady_state,log_decrement,False,,,0,multi_seed
RL,baseline_steady_state,max_delta_temp_over_limit_C,False,0.0,0.0,3,multi_seed
RL,baseline_steady_state,max_freq_deviation_hz,False,1.0012893676757812,0.0,3,multi_seed
RL,baseline_steady_state,max_rocof_hz_s,False,5.481910705566402,0.0,3,multi_seed
RL,baseline_steady_state,overshoot_pct,False,0.0,0.0,3,multi_seed
RL,baseline_steady_state,reversal_count,False,0.0,0.0,3,multi_seed
RL,baseline_steady_state,rmse_error,False,500.9015493636769,0.0,3,multi_seed
RL,baseline_steady_state,safety_margin_min,True,-0.0012893676757812,0.0,3,multi_seed
RL,baseline_steady_state,saturation_events,False,0.0,0.0,3,multi_seed
RL,baseline_steady_state,settling_time_s,False,,,0,multi_seed
RL,baseline_steady_state,spectral_error_power,False,0.0,0.0,3,multi_seed
RL,baseline_steady_state,stability_flag,True,1.0,0.0,3,multi_seed
RL,baseline_steady_state,time_above_temp_limit_s,False,0.0,0.0,3,multi_seed
RL,baseline_steady_state,time_in_saturation_s,False,0.0,0.0,3,multi_seed
RL,baseline_steady_state,time_out_of_band_s,False,0.02,0.0,3,multi_seed
RL,baseline_steady_state,total_time_unsafe_s,False,0.02,0.0,3,multi_seed
RL,baseline_steady_state,worst_tail_abs_err,False,928.5326970593578,0.0,3,multi_seed
RL,cascading_grid_fault_and_recovery,abs_err_p50,False,400.6723487663966,0.0,3,multi_seed
RL,cascading_grid_fault_and_recovery,abs_err_p90,False,780.9607975945672,0.0,3,multi_seed
RL,cascading_grid_fault_and_recovery,abs_err_p95,False,850.4969657716382,0.0,3,multi_seed
RL,cascading_grid_fault_and_recovery,arrhenius_exposure,False,4.643285087011578e-14,0.0,3,multi_seed
RL,cascading_grid_fault_and_recovery,bandwidth_proxy_hz,True,,,0,multi_seed
RL,cascading_grid_fault_and_recovery,coherence_lowmid,True,,,0,multi_seed
RL,cascading_grid_fault_and_recovery,cvar_abs_err,False,928.5326970593578,0.0,3,multi_seed
RL,cascading_grid_fault_and_recovery,effort_l1,False,0.3084189510345452,0.0,3,multi_seed
RL,cascading_grid_fault_and_recovery,effort_l2,False,0.2813456485420252,0.0,3,multi_seed
RL,cascading_grid_fault_and_recovery,glfi,True,0.8597501482763269,0.0,3,multi_seed
RL,cascading_grid_fault_and_recovery,iae_abs_err,False,168.8327715049572,0.0,3,multi_seed
RL,cascading_grid_fault_and_recovery,itae_abs_err,False,47.85748123111239,0.0,3,multi_seed
RL,cascading_grid_fault_and_recovery,jerk_l2,False,48.02756902826106,0.0,3,multi_seed
RL,cascading_grid_fault_and_recovery,log_decrement,False,,,0,multi_seed
RL,cascading_grid_fault_and_recovery,max_delta_temp_over_limit_C,False,0.0,0.0,3,multi_seed
RL,cascading_grid_fault_and_recovery,max_freq_deviation_hz,False,1.0012893676757812,0.0,3,multi_seed
RL,cascading_grid_fault_and_recovery,max_rocof_hz_s,False,5.481910705566402,0.0,3,multi_seed
RL,cascading_grid_fault_and_recovery,overshoot_pct,False,0.0,0.0,3,multi_seed
RL,cascading_grid_fault_and_recovery,reversal_count,False,0.0,0.0,3,multi_seed
